                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.71519,                0.47119,                0.96578,                0.85869,                0.52127,                0.97273,                0.91122,                0.88005,                0.94236,                0.79559,                 0.6138,                0.40119,                0.92877,                0.67575,                0.41481,                0.93909,               0.003763,               0.003763,               0.003763
                     66,                0.71072,                0.46722,                0.96418,                0.85723,                0.51986,                0.97212,                0.91308,                 0.8798,                 0.9426,                 0.7962,                  0.613,                0.40007,                0.92834,                 0.6748,                0.41335,                0.93852,               0.003664,               0.003664,               0.003664
                     67,                0.70676,                0.46387,                0.96025,                0.84884,                0.50992,                0.96773,                0.91223,                 0.8812,                0.94246,                0.79652,                0.61241,                0.39912,                0.92804,                0.67336,                0.41281,                0.93759,               0.003565,               0.003565,               0.003565
                     68,                0.70804,                0.46001,                0.96276,                0.84815,                0.50949,                0.96981,                0.91352,                0.88099,                0.94282,                0.79715,                0.61166,                 0.3981,                0.92754,                0.67257,                 0.4117,                0.93719,               0.003466,               0.003466,               0.003466
                     69,                0.70596,                 0.4596,                0.96209,                0.84766,                0.50559,                0.96973,                0.91362,                0.88177,                0.94308,                0.79766,                0.61094,                0.39714,                0.92708,                0.67189,                0.41011,                0.93681,               0.003367,               0.003367,               0.003367
                     70,                0.69993,                0.45257,                0.95964,                 0.8405,                0.49885,                0.96666,                0.91534,                0.88162,                0.94308,                0.79786,                0.61023,                0.39609,                0.92669,                0.67131,                0.40905,                0.93689,               0.003268,               0.003268,               0.003268
                     71,                0.70164,                0.45374,                 0.9583,                0.84369,                0.50069,                0.96495,                0.91263,                0.88531,                0.94347,                0.79851,                0.60955,                0.39495,                0.92623,                0.67078,                0.40679,                0.93645,               0.003169,               0.003169,               0.003169
                     72,                0.69776,                0.45153,                0.95573,                0.83822,                0.49844,                0.96203,                0.91261,                0.88657,                0.94365,                0.79886,                0.60892,                0.39403,                0.92585,                0.67011,                0.40508,                  0.936,                0.00307,                0.00307,                0.00307
                     73,                0.69364,                0.44917,                0.95448,                0.83348,                0.49492,                0.96124,                 0.9125,                0.88544,                0.94389,                0.79937,                0.60826,                0.39314,                0.92546,                 0.6692,                0.40443,                0.93541,               0.002971,               0.002971,               0.002971
                     74,                0.69442,                0.44806,                0.95691,                0.83518,                0.49505,                0.96397,                0.91226,                0.88721,                0.94421,                0.79962,                0.60762,                0.39219,                0.92505,                0.66878,                0.40265,                0.93516,               0.002872,               0.002872,               0.002872
